iter	Logloss
215	0.3810757523
216	0.3809123874
217	0.380816426
218	0.3806816384
219	0.3805816225
220	0.3804283648
221	0.3802877295
222	0.3802146812
223	0.3801235478
224	0.3799245661
225	0.3797428597
226	0.3796538588
227	0.3794388079
228	0.3792020938
229	0.3790910581
230	0.378961975
231	0.3788436961
232	0.3787645393
233	0.3786228777
234	0.3784541837
235	0.3782949686
236	0.3781755681
237	0.3779880201
238	0.3778528711
239	0.3776526558
240	0.3775628652
241	0.3774135523
242	0.3772926092
243	0.3772593001
244	0.377156679
245	0.376964967
246	0.376844853
247	0.376757094
248	0.3765379386
249	0.3763474687
250	0.3763020715
251	0.3762121179
252	0.3761456631
253	0.3760425261
254	0.3759412471
255	0.3757983241
256	0.3757059167
257	0.3755752638
258	0.375446491
259	0.3751968585
260	0.3750214018
261	0.374884614
262	0.3747125636
263	0.37457109
264	0.3744498234
265	0.3743933577
266	0.3742477164
267	0.374153874
268	0.3739538652
269	0.3738464097
270	0.3737439327
271	0.3735856248
272	0.3734810102
273	0.3733407786
274	0.3731902218
275	0.3730751859
276	0.3729261917
277	0.3729084072
278	0.3728319796
279	0.3727546914
280	0.3725735676
281	0.3723169189
282	0.3721731188
283	0.3719836028
284	0.3719156208
285	0.3717832742
286	0.3716795944
287	0.3716098966
288	0.3715319964
289	0.3714276936
290	0.3712408365
291	0.3711090154
292	0.370946972
293	0.3708645221
294	0.3707412419
295	0.3704840267
296	0.3704300363
297	0.3703327845
298	0.3702279739
299	0.3700384781
300	0.3698598849
301	0.3697483975
302	0.3695997197
303	0.3694706166
304	0.3693709706
305	0.3692823903
306	0.3691526698
307	0.3689448662
308	0.3687889668
309	0.3686354247
310	0.3683903649
311	0.3682694453
312	0.3681469998
313	0.3679615785
314	0.3679558489
315	0.367832538
316	0.3677198061
317	0.3676150428
318	0.3675139465
319	0.3674171734
320	0.3672315424
321	0.3670837032
322	0.3669250599
323	0.3667993872
324	0.3666192309
325	0.3664810919
326	0.3664124304
327	0.3662753382
328	0.3661911077
329	0.3661141522
330	0.3660107785
331	0.3658352308
332	0.3656682171
333	0.3655374876
334	0.3654240262
335	0.3652460208
336	0.3651708353
337	0.3650910553
338	0.3648915687
339	0.364730439
340	0.3646337413
341	0.3645065715
342	0.3644064576
343	0.3642740526
344	0.3641076707
345	0.3640004417
346	0.3637974471
347	0.363748199
348	0.3636651095
349	0.3635009841
350	0.3634565818
351	0.3633747945
352	0.3632368617
353	0.3630801562
354	0.3629492709
355	0.362848209
356	0.3628033825
357	0.3627520582
358	0.3625949908
359	0.3624790684
360	0.3624036761
361	0.3622523141
362	0.3621099394
363	0.362056569
364	0.361976626
365	0.3618437994
366	0.3617226187
367	0.3616234269
368	0.361566476
369	0.3614302279
370	0.3613419493
371	0.3612567066
372	0.3611936166
373	0.3611255646
374	0.3609747751
375	0.3609097366
376	0.3608440794
377	0.3607525349
378	0.3606314457
379	0.3604929897
380	0.360387377
381	0.3602725415
382	0.3602063746
383	0.3600346586
384	0.3599363826
385	0.3597468342
386	0.3596068072
387	0.359503209
388	0.3593485726
389	0.3591851456
390	0.3590643953
391	0.3589902072
392	0.3588952423
393	0.3588193746
394	0.3586995512
395	0.3585307181
396	0.3583763807
397	0.3582815033
398	0.3581098992
399	0.3580147365
400	0.3578746975
401	0.3577987596
402	0.3577031541
403	0.357608841
404	0.3574844015
405	0.3573673219
406	0.3572262382
407	0.3571393507
408	0.3570431271
409	0.3569373006
410	0.356783359
411	0.3566269215
412	0.3565182553
413	0.3563279542
414	0.3561816579
415	0.3560775269
416	0.3559518842
417	0.3558397582
418	0.355692901
419	0.3555618035
420	0.3554214561
421	0.355257485
422	0.355151972
423	0.3550292921
424	0.3549190893
425	0.3548024573
426	0.3546543161
427	0.3545088345
428	0.3543596212
429	0.3541512635
430	0.3540477778
431	0.3539493779
432	0.3538411329
433	0.3537563003
434	0.3536619662
435	0.3535997703
436	0.3534865352
437	0.3533599038
438	0.3531924799
439	0.3531039742
440	0.3530520219
441	0.3528618349
442	0.3527752304
443	0.352700963
444	0.3525449978
445	0.3523681321
446	0.3523090977
447	0.3520924679
448	0.3519488484
449	0.3518679621
450	0.3517123064
451	0.3516578718
452	0.3515219709
453	0.351369934
454	0.3512423036
455	0.3511982875
456	0.3510556053
457	0.3509007228
458	0.3507872748
459	0.3506728912
460	0.3505449991
461	0.3504832215
462	0.3503770505
463	0.350187135
464	0.3499980735
465	0.3499314052
466	0.3498156104
467	0.3496166583
468	0.3495643308
469	0.3495090308
470	0.3494550471
471	0.3493788854
472	0.349280719
473	0.3491608206
474	0.3490165668
475	0.3488983891
476	0.348825815
477	0.3486520742
478	0.3485126773
479	0.3484155548
480	0.3483175449
481	0.3481583636
482	0.3480593105
483	0.3480079781
484	0.3479237396
485	0.3477715598
486	0.3477105678
487	0.3476357484
488	0.3475348728
489	0.347410441
490	0.3472488459
491	0.3471687732
492	0.3470274733
493	0.3468959709
494	0.3467454725
495	0.3466621732
496	0.3465516689
497	0.3463769748
498	0.3462130725
499	0.3460524416
500	0.3458930733
501	0.3458225059
502	0.3457361372
503	0.3456970748
504	0.3456003841
505	0.3454988333
506	0.345336422
507	0.3452458948
508	0.3451142492
509	0.3449819173
510	0.3448716201
511	0.344740104
512	0.3446259942
513	0.3445268237
514	0.3444398257
515	0.3443030051
516	0.3442352114
517	0.344181797
518	0.3440916831
519	0.3439511932
520	0.3438019838
521	0.3436936088
522	0.3435945105
523	0.3434581838
524	0.3433614374
525	0.3432706724
526	0.3431589972
527	0.3429994775
528	0.3428970444
529	0.3427135476
530	0.3426266538
531	0.3425774848
532	0.3424307949
533	0.3423120067
534	0.3422265176
535	0.342079204
536	0.3419456312
537	0.3418562742
538	0.341721677
539	0.3415818253
540	0.3414361491
541	0.3413527121
542	0.3411438954
543	0.3409967403
544	0.3409120403
545	0.3408534092
546	0.3407079559
547	0.3405442318
548	0.3403792406
549	0.340212032
550	0.3401295507
551	0.3400374648
552	0.3399714449
553	0.3398826559
554	0.3397043776
555	0.3395283401
556	0.3394726092
557	0.3393574861
558	0.3392441774
559	0.3391256665
560	0.339040893
561	0.3389424262
562	0.3388447712
563	0.338674737
564	0.3385434639
565	0.338349189
566	0.3381794623
567	0.3380266033
568	0.3378841729
569	0.3378383744
570	0.3376538447
571	0.3375596765
572	0.3374633881
573	0.3373360039
574	0.337277144
575	0.3371848702
576	0.3371058762
577	0.3370327863
578	0.3369271428
579	0.336777482
580	0.3366375948
581	0.336503196
582	0.3363580755
583	0.3362468086
584	0.3361197075
585	0.3360070154
586	0.3359139535
587	0.3357586669
588	0.3356770153
589	0.3356314145
590	0.3354908593
591	0.3354456198
592	0.3352848341
593	0.3351911946
594	0.3349987607
595	0.3348821321
596	0.3348163528
597	0.3346811246
598	0.3345475842
599	0.3344466612
600	0.3342935069
601	0.3341727925
602	0.3340641113
603	0.334003249
604	0.3339012931
605	0.3337364216
606	0.3336333525
607	0.3334657952
608	0.3333659717
609	0.3332693245
610	0.3331407731
611	0.3330650276
612	0.3328838181
613	0.3327629757
614	0.3327161964
615	0.3325840909
616	0.3325093526
617	0.3324370822
618	0.3323581299
619	0.3322341331
620	0.3321526664
621	0.3320560069
622	0.3319624307
623	0.33187138
624	0.3317831957
625	0.3316990356
626	0.3315871476
627	0.3315010291
628	0.3314226249
629	0.3313346823
630	0.3312679088
631	0.3312153392
632	0.3311218731
633	0.3310060914
634	0.3308850834
635	0.3307265959
636	0.3306568299
637	0.3305145615
638	0.3304040772
639	0.3302876083
640	0.3301860043
641	0.330036635
642	0.3298516387
643	0.3297373408
644	0.3296712105
645	0.3296179829
646	0.3295421313
647	0.3293920001
648	0.3293196067
649	0.3291523344
650	0.3290829967
651	0.3289077013
652	0.3287793134
653	0.3287030079
654	0.3285906408
655	0.3285185905
656	0.3284452558
657	0.328330952
658	0.328246755
659	0.3281703621
660	0.3280631628
661	0.3279640779
662	0.3278794125
663	0.3277656498
664	0.3277183676
665	0.327657425
666	0.3275215193
667	0.3274616147
668	0.3273419168
669	0.3272228124
670	0.3271841589
671	0.3270945152
672	0.326985463
673	0.3268687688
674	0.326799037
675	0.3266871202
676	0.3266539859
677	0.3266190854
678	0.3265459131
679	0.3264223764
680	0.3263061679
681	0.3261747594
682	0.3260113591
683	0.3259049649
684	0.3257901046
685	0.3256867231
686	0.3255743558
687	0.3254442922
688	0.3253069631
689	0.325139267
690	0.3250354902
691	0.3248796191
692	0.3247956155
693	0.3247009564
694	0.3246204576
695	0.3245146381
696	0.3244522963
697	0.3242982208
698	0.3242272173
699	0.3241149454
700	0.3239906876
701	0.3239129147
702	0.3238015509
703	0.323760743
704	0.3236545406
705	0.3235435033
706	0.323435397
707	0.3233258079
708	0.3232199429
709	0.3230743735
710	0.3229914269
711	0.3228387344
712	0.3227470948
713	0.322644127
714	0.3225035157
715	0.322340379
716	0.3222073915
717	0.3221293705
718	0.3220607236
719	0.3219531755
720	0.321876636
721	0.3217763929
722	0.3216752981
723	0.3215028166
724	0.3213908783
725	0.3213427467
726	0.321298641
727	0.3212267804
728	0.321151061
729	0.321009169
730	0.3209062697
731	0.3208078188
732	0.3207032979
733	0.3205900643
734	0.3204948499
735	0.3204086107
736	0.3203082134
737	0.3202723292
738	0.3201983169
739	0.3201497605
740	0.3200800363
741	0.3199763233
742	0.3198851617
743	0.3197803157
744	0.3197330609
745	0.3196194722
746	0.3195331488
747	0.3194342059
748	0.3193443753
749	0.3191820641
750	0.3191154189
751	0.3189947298
752	0.3188996727
753	0.3188535874
754	0.3188189684
755	0.3187201597
756	0.3186320874
757	0.3185573985
758	0.3185187292
759	0.3184536867
760	0.318385416
761	0.3183625852
762	0.3182771884
763	0.3181557974
764	0.3180687053
765	0.3180107592
766	0.3179487999
767	0.3178667643
768	0.317730992
769	0.3176150701
770	0.3174985705
771	0.3174212702
772	0.31734076
773	0.3172604955
774	0.3171820667
775	0.3171615375
776	0.3170761488
777	0.317019648
778	0.3169160831
779	0.316870463
780	0.3168016489
781	0.3167561232
782	0.3166395782
783	0.3165139337
784	0.3164031879
785	0.3163862623
786	0.316330686
787	0.3162785767
788	0.3161649263
789	0.3160995855
790	0.3160328032
791	0.3160005973
792	0.3158702903
793	0.3157743416
794	0.3157094347
795	0.3155811539
796	0.3154706638
797	0.3154334246
798	0.3153387617
799	0.315282616
800	0.3152087424
801	0.3151483684
802	0.315066815
803	0.3149826461
804	0.3148765853
805	0.3148152987
806	0.314763257
807	0.3146775581
808	0.3145473215
809	0.3144180863
810	0.3143277623
811	0.3142347345
812	0.3140864494
813	0.3140266568
814	0.3138995367
815	0.3138241728
816	0.313759241
817	0.3136818775
818	0.3136174188
819	0.3135236949
820	0.3134358216
821	0.313392748
822	0.3133190513
823	0.3132004355
824	0.3131062897
825	0.3130101284
826	0.3129491933
827	0.3128773298
828	0.3127596157
829	0.31268518
830	0.3125838761
831	0.3125082229
832	0.3124487577
833	0.3123578604
834	0.3122439796
835	0.3120946385
836	0.3119823994
837	0.3119402093
838	0.3118701694
839	0.311752651
840	0.3116507293
841	0.3115573339
842	0.3114278063
843	0.3113624755
844	0.3112938243
845	0.3112149072
846	0.3112024756
847	0.3111312731
848	0.3110633856
849	0.3109577107
850	0.3109206281
851	0.3108455249
852	0.310767492
853	0.310710501
854	0.3106479944
855	0.3105455973
856	0.3104369107
857	0.3103515703
858	0.310288596
859	0.3102003996
860	0.3100753458
861	0.3099811648
862	0.3098892785
863	0.3098221173
864	0.3097370323
865	0.309656389
866	0.3095353905
867	0.3094707884
868	0.3093963477
869	0.3092917955
870	0.3091511163
871	0.3090706012
872	0.309017173
873	0.3089549663
874	0.3088759082
875	0.3087665282
876	0.3086734261
877	0.3086173069
878	0.3084913478
879	0.3083961004
880	0.3083389766
881	0.3082073404
882	0.3080882543
883	0.3080014904
884	0.3078901545
885	0.3078600321
886	0.307842066
887	0.3077568555
888	0.3076276105
889	0.3075770205
890	0.3074921463
891	0.3074079271
892	0.3073019419
893	0.3071795651
894	0.3071024475
895	0.3070140522
896	0.3069172543
897	0.3068480183
898	0.3067244158
899	0.3066315914
900	0.3065483997
901	0.3064807013
902	0.3063914373
903	0.3063574084
904	0.3062701558
905	0.3061594493
906	0.3060909333
907	0.3060098095
908	0.3058790082
909	0.3057769075
910	0.3056819724
911	0.3056094271
912	0.3055443567
913	0.3054801264
914	0.3054052053
915	0.305345616
916	0.3052787131
917	0.3051824398
918	0.3050803388
919	0.3050098998
920	0.304894984
921	0.3048146295
922	0.304728289
923	0.3046574652
924	0.3045745645
925	0.3045118172
926	0.3043655471
927	0.3042861187
928	0.3042027129
929	0.3041004325
930	0.3040505132
931	0.3039894361
932	0.3039273082
933	0.3038248976
934	0.3037577129
935	0.3036392404
936	0.3036053035
937	0.3034938297
938	0.3033693719
939	0.3032876293
940	0.3031495666
941	0.3030531481
942	0.3029960638
943	0.3029176632
944	0.3028309775
945	0.3027419046
946	0.3026542711
947	0.3025852821
948	0.3025089568
949	0.3024450003
950	0.3023946663
951	0.3023062503
952	0.3022263597
953	0.3021651316
954	0.3020542341
955	0.3019686422
956	0.3018857594
957	0.3018163174
958	0.3017954165
959	0.3016752574
960	0.3016210873
961	0.3015800983
962	0.3014672546
963	0.3013915996
964	0.3013577048
965	0.3013051767
966	0.3011999332
967	0.3011307464
968	0.3010243379
969	0.3009151486
970	0.3008598692
971	0.3008238092
972	0.3007065931
973	0.3006205606
974	0.3005336989
975	0.3004472571
976	0.3003579408
977	0.3003104521
978	0.3002344154
979	0.3001723109
980	0.3000835588
981	0.3000013106
982	0.2999264862
983	0.2999262902
984	0.2998143906
985	0.2997719599
986	0.2996718718
987	0.2996001137
988	0.29953953
989	0.2994646474
990	0.2993318909
991	0.299228005
992	0.2991770666
993	0.2991051401
994	0.2990097093
995	0.298940134
996	0.2988778894
997	0.2987937342
998	0.2987114157
999	0.298666206
